ID,Education,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Age,Days_Since_Customer,Fam_Size,Num_Accepted
8867,PhD,67546.0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,33,3362.7754448925807,2,0
8932,Master,65176.0,57,960,28,183,220,70,70,4,9,6,6,6,0,0,52,3303.7754448925816,3,0
10236,Master,31160.0,59,16,3,25,6,1,13,2,2,0,3,8,0,0,46,2981.775444892581,2,0
6340,Graduation,29938.0,52,3,3,7,0,2,11,2,1,0,3,6,0,0,36,2940.775444892581,2,0
10089,Graduation,102692.0,5,168,148,444,32,172,148,1,6,9,13,2,0,1,47,3116.7754448925816,1,4
2227,2n Cycle,26490.0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,63,3340.7754448925807,2,0
10992,Graduation,75702.0,77,650,28,353,45,42,30,5,4,6,11,8,0,0,54,3364.7754448925807,4,0
5304,PhD,30899.0,35,24,0,8,0,0,1,2,1,0,3,6,0,0,47,3319.7754448925816,2,0
309,PhD,63342.0,48,918,21,118,13,10,21,3,8,3,5,6,0,0,60,3316.7754448925816,3,1
3406,Graduation,45989.0,97,138,33,87,28,24,12,4,3,2,7,3,0,0,57,3310.7754448925816,2,0
2661,Graduation,18701.0,95,12,4,2,10,6,10,4,2,0,4,5,0,0,57,3144.7754448925816,3,0
3153,PhD,40737.0,24,11,0,4,0,0,2,1,1,0,2,8,0,0,64,3016.775444892581,4,0
10264,Graduation,15287.0,60,1,2,8,4,3,13,2,1,1,2,7,0,1,42,3322.7754448925816,2,1
1184,PhD,69674.0,46,554,41,215,11,0,24,3,10,2,10,5,0,0,53,3098.775444892581,3,0
4200,Master,44159.0,85,167,2,62,24,13,7,4,4,1,6,5,0,0,51,2707.775444892581,3,0
9396,PhD,37717.0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,43,3278.7754448925816,3,0
2387,Master,43776.0,9,177,2,71,3,2,20,6,5,2,4,8,0,1,69,3179.7754448925816,4,0
6690,Master,38179.0,30,38,4,22,4,2,20,4,3,1,3,7,0,0,55,3167.7754448925816,4,0
1225,Graduation,80124.0,47,483,84,398,205,84,241,1,3,7,8,1,0,0,58,2698.775444892581,2,1
9703,PhD,38097.0,70,77,2,35,0,1,69,4,3,2,2,7,0,1,51,3317.7754448925816,4,1
291,Graduation,72940.0,13,182,74,298,162,149,116,1,3,3,6,1,0,0,51,3070.775444892581,2,0
4557,Graduation,22070.0,11,10,7,19,8,2,21,2,2,2,2,6,0,0,51,3140.7754448925816,3,0
2379,Graduation,69267.0,31,778,44,499,95,73,146,2,3,4,5,7,0,1,68,3340.7754448925807,1,0
5726,Master,31788.0,15,16,7,23,0,8,6,3,3,0,4,5,1,0,38,2796.775444892581,2,0
3066,PhD,61905.0,2,167,0,43,6,2,13,2,4,2,4,5,0,0,46,2783.775444892581,3,0
6336,Graduation,29315.0,55,13,2,14,8,7,4,4,2,0,4,6,0,0,61,2720.775444892581,4,0
10967,Graduation,33378.0,38,33,6,40,3,7,10,3,2,0,4,7,0,0,58,3087.775444892581,3,0
2304,PhD,66313.0,86,625,7,99,10,22,7,2,6,3,12,4,0,0,58,2981.775444892581,3,0
3445,Graduation,60714.0,56,216,162,224,101,92,162,2,7,4,10,5,0,1,65,3223.7754448925816,1,0
7828,Master,77882.0,29,68,129,396,188,22,15,1,3,3,5,1,0,0,40,2755.775444892581,2,0
3762,PhD,69867.0,30,196,0,512,33,130,54,1,3,5,8,1,0,1,35,3205.7754448925816,1,1
4391,Master,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,0,0,53,3129.7754448925816,2,0
4669,Basic,24480.0,46,4,19,9,28,25,17,3,3,0,4,7,0,0,40,2934.775444892581,3,0
10144,Graduation,51369.0,84,297,7,79,0,11,182,2,8,2,4,8,0,0,45,3307.7754448925816,3,0
8652,Graduation,37760.0,20,84,5,38,150,12,28,2,4,1,6,7,0,0,75,3362.7754448925807,2,0
1672,PhD,65640.0,74,204,7,149,20,15,66,1,5,1,8,2,0,0,47,2872.775444892581,3,0
8962,Master,44319.0,18,26,0,8,0,0,3,2,2,0,3,5,0,0,46,2768.775444892581,4,0
9974,Graduation,30631.0,75,15,6,20,4,5,20,1,3,1,2,7,0,0,47,2899.775444892581,3,0
10983,Graduation,75278.0,17,304,98,230,150,74,74,1,6,3,13,3,0,0,69,3211.7754448925816,2,0
8148,Master,50898.0,88,285,28,242,55,114,135,13,6,2,12,5,0,0,65,3027.775444892581,4,0
10102,Graduation,79946.0,19,395,183,565,166,141,28,1,5,11,5,3,0,0,55,2536.775444892581,1,0
4697,Master,35416.0,62,248,3,81,4,3,51,3,7,1,5,8,0,0,72,3076.775444892581,1,0
9262,2n Cycle,32414.0,11,20,6,5,0,9,12,1,1,0,3,7,0,0,37,3143.7754448925816,2,1
7254,Graduation,38361.0,74,39,0,56,20,8,14,3,3,1,3,7,0,0,52,2879.775444892581,3,0
4543,Graduation,82497.0,32,777,129,573,216,21,203,1,2,7,9,4,0,0,41,3301.7754448925816,2,1
4927,Graduation,16626.0,76,8,3,22,21,1,13,3,3,0,3,9,0,0,50,2860.775444892581,4,0
10451,Graduation,29672.0,6,9,1,3,0,4,8,1,0,0,3,6,0,0,56,2903.775444892581,4,0
2926,Master,55951.0,62,1241,0,80,0,13,40,3,3,6,11,8,0,0,69,3370.7754448925807,3,2
2874,2n Cycle,35388.0,20,6,4,7,4,3,8,1,1,0,3,7,0,0,33,3056.775444892581,2,0
9738,Master,42386.0,43,65,4,16,0,4,11,1,3,0,3,8,0,0,35,3227.7754448925816,3,0
7119,Graduation,68627.0,45,395,15,263,60,54,38,1,2,3,6,1,0,0,39,2905.775444892581,1,0
3924,PhD,57912.0,34,801,0,80,0,0,35,5,8,3,12,5,0,0,56,2799.775444892581,2,1
5827,Graduation,35246.0,53,36,0,12,2,2,10,4,3,1,3,5,0,0,63,2769.775444892581,3,0
5596,2n Cycle,58821.0,44,513,14,154,19,0,28,1,9,2,9,6,0,0,65,2896.775444892581,3,0
10812,PhD,46377.0,89,37,0,46,4,3,0,1,2,1,3,4,0,0,43,2872.775444892581,3,0
1717,Graduation,39747.0,43,80,15,93,20,13,52,3,5,1,4,8,0,0,33,2772.775444892581,2,0
9491,Graduation,23976.0,68,14,1,21,2,3,25,3,3,1,3,7,0,0,37,2879.775444892581,3,0
9274,Master,80950.0,44,525,147,112,219,147,63,1,6,7,9,2,0,0,60,3153.7754448925816,2,1
6609,Graduation,27038.0,64,1,26,25,17,23,15,1,3,0,3,9,0,1,55,3344.7754448925807,1,0
6963,Graduation,77457.0,85,675,11,400,15,45,11,1,2,5,10,1,0,0,74,2752.775444892581,1,1
4440,Master,64100.0,93,509,0,27,0,0,10,1,8,3,6,7,0,0,57,2958.775444892581,3,1
1379,Master,42670.0,12,154,2,46,20,4,15,1,4,2,4,4,0,0,29,3123.7754448925816,2,0
10032,Graduation,12571.0,86,3,5,14,2,12,17,4,3,1,3,6,0,0,45,2857.775444892581,2,0
2826,Graduation,22574.0,28,25,0,8,2,0,2,2,2,0,3,7,0,0,54,2939.775444892581,5,0
2437,Graduation,52247.25135379061,69,861,138,461,60,30,61,1,6,5,12,3,0,0,32,3175.7754448925816,2,2
6320,Master,70893.0,42,768,44,561,77,44,14,1,6,6,10,3,0,0,45,3087.775444892581,1,0
3050,Graduation,54198.0,13,185,0,28,3,2,17,6,3,1,6,4,0,0,55,2889.775444892581,4,0
231,Master,28839.0,86,24,0,7,0,0,1,2,2,0,3,5,0,0,65,2568.775444892581,4,0
2392,Graduation,40321.0,59,44,4,21,6,0,27,2,3,0,3,7,0,0,49,3030.775444892581,4,0
9478,Graduation,66503.0,30,91,64,128,65,3,50,2,4,3,6,3,0,0,36,3379.7754448925807,2,0
113,Graduation,30833.0,33,11,0,7,3,1,6,2,1,0,3,5,0,0,70,3043.775444892581,4,0
2863,Graduation,52247.25135379061,67,738,20,172,52,50,20,6,2,3,10,7,0,0,51,3005.775444892581,4,2
1802,Graduation,64795.0,23,412,5,119,38,29,77,3,3,3,12,2,0,0,50,3223.7754448925816,3,0
520,Graduation,34421.0,81,3,3,7,6,2,9,1,1,0,2,7,0,0,47,3233.7754448925816,3,0
8275,PhD,47025.0,6,16,0,3,0,0,1,1,1,0,2,7,0,0,56,2630.775444892581,3,0
9750,PhD,64325.0,41,731,60,353,78,12,73,5,10,3,5,7,0,0,60,3057.775444892581,2,0
2607,Graduation,40464.0,78,424,17,118,7,23,41,6,8,2,8,8,0,0,68,2935.775444892581,2,0
7214,Graduation,62187.0,49,792,0,275,45,45,126,1,4,8,5,3,0,0,64,3113.7754448925816,2,0
5835,PhD,14849.0,39,21,2,28,3,2,9,3,2,0,4,8,0,0,45,3202.7754448925816,2,0
3896,Graduation,27255.0,3,22,1,11,0,1,2,1,1,0,3,7,0,0,37,3048.775444892581,3,0
10350,PhD,54432.0,37,33,0,5,0,0,0,1,1,0,3,4,0,0,71,2992.775444892581,5,0
7786,PhD,29999.0,22,68,7,59,10,5,11,4,3,1,4,8,0,0,35,3196.7754448925816,2,0
2861,Graduation,24072.0,79,9,1,6,3,0,4,1,1,0,2,8,0,0,38,3134.7754448925816,2,0
663,PhD,33996.0,46,40,2,15,8,0,6,1,1,1,3,4,0,0,32,2927.775444892581,1,0
10675,PhD,66334.0,82,909,11,218,0,0,23,2,9,3,5,5,0,1,65,3177.7754448925816,3,0
2521,Master,35178.0,10,23,1,13,2,2,18,1,1,1,2,7,0,1,50,2966.775444892581,3,1
9592,Graduation,22010.0,51,11,2,9,3,0,8,2,2,0,3,8,0,0,38,3059.775444892581,3,0
10151,Graduation,62204.0,38,317,46,247,151,46,139,1,4,5,12,3,0,0,61,3262.7754448925816,3,0
7381,Graduation,75693.0,10,797,153,293,72,97,30,1,11,4,6,4,0,1,53,3442.7754448925807,1,3
4099,Graduation,30675.0,14,10,2,16,11,2,21,1,1,0,3,8,0,0,49,3260.7754448925816,3,0
9560,Graduation,83003.0,18,856,61,570,40,25,122,1,7,6,8,3,0,1,56,3178.7754448925816,2,1
1150,PhD,83532.0,36,755,144,562,104,64,224,1,4,6,4,1,0,0,122,2971.775444892581,2,1
10172,Graduation,68655.0,95,456,19,832,75,118,38,1,4,5,11,3,0,0,33,3324.7754448925816,1,0
11191,Graduation,41411.0,11,37,32,38,11,3,18,1,2,1,4,6,0,0,35,3047.775444892581,1,0
9707,PhD,55212.0,65,1103,0,45,0,0,34,3,4,2,11,8,0,0,52,3278.7754448925816,3,2
6245,PhD,59292.0,71,378,14,68,19,14,14,2,3,5,8,3,0,0,71,3076.775444892581,3,0
8234,Basic,27190.0,13,1,6,7,0,1,3,1,1,0,2,8,0,1,48,3013.775444892581,3,1
1411,Graduation,82623.0,58,204,34,204,172,153,173,1,2,9,4,1,0,0,69,2956.775444892581,1,0
8553,Graduation,44300.0,65,30,0,9,0,0,3,2,1,0,3,6,0,0,56,3066.775444892581,4,0
1826,Graduation,84835.0,0,189,104,379,111,189,218,1,4,4,6,1,0,1,51,2708.775444892581,1,0
8842,Graduation,30372.0,33,15,0,12,7,3,7,3,2,0,3,7,0,0,50,3246.7754448925816,3,0
11030,Master,33181.0,90,9,0,3,0,0,4,1,1,0,2,6,0,0,45,2815.775444892581,3,1
2579,Graduation,71113.0,95,495,33,255,11,33,8,4,6,7,9,4,0,0,64,2889.775444892581,3,0
175,Graduation,71952.0,93,656,80,455,52,107,93,2,8,4,8,4,0,0,35,2966.775444892581,3,2
9185,PhD,69759.0,38,452,20,514,13,30,0,3,4,6,5,3,0,1,55,2939.775444892581,1,0
11056,Graduation,72099.0,18,546,91,410,119,0,22,1,3,4,10,1,0,0,47,3305.7754448925816,2,0
9365,PhD,60000.0,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,45,3249.7754448925816,2,0
6201,Graduation,38643.0,45,22,2,14,0,1,10,2,2,0,3,7,1,0,43,2907.775444892581,3,0
2061,Graduation,50737.0,61,78,0,11,0,0,10,1,2,0,4,6,0,0,66,2931.775444892581,3,1
6184,PhD,68462.0,6,561,64,785,84,128,48,1,3,3,8,1,0,0,52,3259.7754448925816,2,0
6142,Master,65073.0,65,629,17,177,69,0,8,1,5,3,5,2,1,0,78,3008.775444892581,2,0
4107,PhD,46681.0,52,269,15,69,15,19,38,2,4,6,4,5,0,0,73,3018.775444892581,4,0
7274,Graduation,78618.0,87,736,163,818,212,163,61,1,4,7,10,2,0,0,64,3334.7754448925816,2,1
9336,PhD,62187.0,38,512,0,83,0,0,41,3,6,2,10,4,0,0,52,2794.775444892581,2,0
2958,Graduation,28442.0,53,19,3,10,11,8,6,3,2,1,4,4,0,0,43,2820.775444892581,4,0
933,PhD,37717.0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,43,3278.7754448925816,3,0
5837,Graduation,51479.0,67,247,8,160,6,8,65,7,6,3,6,7,0,0,54,3243.7754448925816,4,0
10704,Graduation,54803.0,65,404,0,92,28,27,142,2,6,2,9,4,0,0,52,3372.7754448925807,2,0
5125,Graduation,79530.0,64,333,0,815,129,42,29,1,4,10,11,2,0,0,61,3103.775444892581,2,0
4432,Graduation,31615.0,82,2,3,20,6,11,9,2,2,0,3,7,0,0,45,3165.7754448925816,2,0
5955,Graduation,72025.0,27,833,33,549,151,133,233,1,4,3,8,3,0,0,59,3284.7754448925816,2,0
2928,PhD,52614.0,63,789,0,142,12,9,38,2,2,4,8,8,0,0,46,3594.7754448925807,2,0
5680,2n Cycle,35684.0,66,10,4,7,0,6,3,1,1,0,3,6,0,0,37,2763.775444892581,3,0
10313,Graduation,48178.0,69,159,4,45,6,2,38,6,5,1,4,8,0,0,46,3304.7754448925816,4,0
2557,Master,29548.0,52,7,1,6,3,1,11,1,1,1,2,4,0,0,51,2999.775444892581,2,1
1245,Graduation,63810.0,45,977,12,253,16,12,101,4,4,3,12,8,0,0,55,3290.7754448925816,2,1
1519,PhD,38578.0,2,38,4,22,3,3,3,3,3,0,3,8,0,1,49,3067.775444892581,3,0
10703,Master,46098.0,86,57,0,27,0,0,36,4,3,2,2,8,0,0,46,3375.7754448925807,3,0
1726,Graduation,22585.0,23,3,9,15,13,2,39,1,1,1,2,9,0,1,51,3163.7754448925816,1,1
4459,Graduation,30279.0,13,10,4,14,4,4,1,1,1,0,3,8,0,0,32,3241.7754448925816,2,0
1729,PhD,66426.0,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,60,3199.7754448925816,3,0
1517,Graduation,30822.0,92,3,9,13,2,12,12,1,1,0,3,7,0,0,52,3075.775444892581,2,0
2098,PhD,33581.0,38,11,0,5,0,0,1,1,1,0,2,8,0,0,52,3027.775444892581,4,0
9543,Graduation,19986.0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,36,2922.775444892581,3,0
6878,Graduation,27421.0,14,43,12,96,78,40,55,3,4,1,6,7,0,0,67,3259.7754448925816,1,0
3310,2n Cycle,35688.0,94,73,3,90,12,1,32,7,4,1,4,8,0,0,48,3371.7754448925807,5,0
2724,Master,36143.0,33,12,0,1,0,0,6,1,0,1,2,3,0,0,40,2786.775444892581,2,0
948,Graduation,10245.0,32,4,7,7,6,4,13,3,1,2,2,5,0,0,50,3105.775444892581,2,0
6720,Master,43795.0,11,314,11,53,4,3,107,3,7,3,4,7,0,1,53,2951.775444892581,3,1
6202,Graduation,63381.0,78,571,50,142,33,50,159,4,4,5,13,2,0,0,61,3475.7754448925807,3,0
2066,Graduation,38823.0,56,70,0,11,2,8,23,1,2,1,3,6,0,0,72,3363.7754448925807,3,0
9799,PhD,83664.0,57,866,21,151,28,21,86,3,2,2,12,5,0,0,53,3023.775444892581,3,0
8318,Graduation,90300.0,7,594,134,786,33,134,57,0,5,6,8,1,0,0,42,2815.775444892581,2,1
5642,Master,62499.0,0,140,4,61,0,13,4,2,3,1,6,4,0,0,42,2985.775444892581,3,0
2669,Graduation,74293.0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,28,2780.775444892581,1,0
455,PhD,51012.0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,75,3132.7754448925816,2,0
7683,Master,70777.0,80,554,35,113,0,7,78,3,5,3,12,3,0,0,53,2819.775444892581,3,0
3428,PhD,68682.0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,30,3079.775444892581,2,0
7414,Graduation,43824.0,18,96,1,42,12,3,32,4,3,1,4,8,0,0,50,3347.7754448925807,4,0
6354,Graduation,15345.0,51,5,2,16,3,2,19,2,1,1,2,8,0,1,37,3362.7754448925807,3,0
798,Graduation,23442.0,71,2,0,6,8,6,5,1,1,0,3,7,0,0,34,3247.7754448925816,2,0
8213,2n Cycle,14515.0,71,6,4,9,6,36,35,4,2,2,3,7,0,1,41,3351.7754448925807,3,0
2488,2n Cycle,31395.0,80,23,1,25,0,8,7,4,2,1,3,6,0,0,65,3158.7754448925816,3,0
9999,Graduation,75276.0,2,610,105,125,137,42,21,1,9,4,9,5,0,0,56,3335.7754448925816,2,0
7617,Graduation,42373.0,83,67,5,61,3,8,19,5,2,1,5,5,0,0,47,3013.775444892581,3,0
615,Graduation,30507.0,29,65,36,74,38,20,110,1,5,1,4,7,0,0,61,2933.775444892581,2,0
2552,PhD,55521.0,11,416,0,26,0,0,4,9,6,3,6,7,0,1,66,2945.775444892581,4,1
194,Graduation,48006.0,55,23,0,11,3,2,2,1,1,0,3,6,0,0,56,2626.775444892581,4,0
3645,PhD,27213.0,19,19,3,26,10,9,3,3,2,0,4,8,0,1,49,3363.7754448925807,2,0
8890,PhD,65808.0,1,155,7,80,13,7,10,3,5,1,5,6,0,0,50,2725.775444892581,3,0
5049,PhD,30351.0,19,14,0,24,3,3,2,1,3,0,2,9,0,0,47,3083.775444892581,3,0
9973,Graduation,50437.0,28,370,9,92,6,9,4,3,7,1,8,7,0,0,58,3315.7754448925816,4,0
7301,2n Cycle,23616.0,76,4,22,11,3,7,32,2,3,0,3,8,0,1,39,3284.7754448925816,2,0
10882,Graduation,53858.0,50,407,53,221,58,150,26,4,4,3,6,4,0,0,45,3351.7754448925807,3,0
7030,PhD,66465.0,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,66,3151.7754448925816,3,1
7422,Graduation,46923.0,90,85,44,54,102,78,6,3,5,1,7,7,0,0,34,3371.7754448925807,2,0
3523,Graduation,75072.0,83,583,34,309,0,22,125,2,5,4,8,3,0,0,59,3217.7754448925816,3,0
7106,PhD,75865.0,73,483,0,591,156,0,12,1,3,5,10,1,0,0,78,2785.775444892581,2,0
6504,2n Cycle,19789.0,24,2,5,9,28,6,28,3,2,1,3,5,0,0,46,2916.775444892581,3,1
5067,Graduation,80134.0,11,966,26,282,52,26,26,1,2,7,11,5,0,0,27,2830.775444892581,2,4
4216,Graduation,91065.0,33,822,114,108,179,137,114,1,7,9,9,3,0,1,40,3187.7754448925816,1,2
8581,Master,49505.0,4,604,0,100,19,0,28,9,10,2,8,8,0,0,50,3117.7754448925816,4,0
5929,PhD,37401.0,14,19,3,19,3,1,3,2,2,0,3,7,0,0,48,2719.775444892581,3,0
3129,Graduation,30096.0,30,5,3,11,12,5,9,1,2,0,3,6,0,0,38,2733.775444892581,3,0
6528,Master,18492.0,75,2,2,2,2,1,1,1,1,0,2,8,0,0,39,2749.775444892581,3,0
1361,Master,82584.0,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,47,3144.7754448925816,2,2
6932,PhD,93027.0,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,80,3137.7754448925816,2,1
7284,Graduation,48686.0,8,10,0,7,2,0,1,1,1,0,2,8,0,0,68,3138.7754448925816,5,0
1340,Graduation,92910.0,42,551,137,792,179,103,33,1,6,7,13,1,0,0,35,2761.775444892581,2,3
8746,Graduation,75433.0,28,800,0,297,0,34,57,2,2,5,10,6,0,0,32,2751.775444892581,3,2
5987,2n Cycle,10404.0,52,2,2,11,10,6,12,2,1,0,4,5,0,0,32,2780.775444892581,3,0
3767,Graduation,61314.0,1,378,0,189,97,172,172,2,5,5,12,3,0,0,53,3125.7754448925816,3,0
3725,PhD,84865.0,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,60,2992.775444892581,1,4
4324,Graduation,42387.0,42,235,0,235,19,4,191,5,8,1,7,8,0,0,32,3303.7754448925816,3,0
238,2n Cycle,67309.0,76,515,47,181,149,95,95,15,9,6,9,7,0,0,54,3217.7754448925816,4,0
6694,Graduation,75236.0,27,438,66,400,12,38,114,1,8,3,13,4,0,0,57,2911.775444892581,3,0
498,Graduation,30015.0,28,25,0,22,2,3,5,2,1,0,4,5,0,0,51,2842.775444892581,2,0
9347,Master,50943.0,49,31,0,7,2,0,6,1,1,0,3,5,0,0,65,3068.775444892581,3,0
9699,Graduation,67272.0,12,357,35,271,28,28,14,3,6,2,12,5,0,0,55,2885.775444892581,2,0
10664,Master,51529.0,14,400,4,35,6,0,22,2,9,1,5,8,0,0,72,3050.775444892581,2,0
5455,PhD,32011.0,89,99,0,15,2,1,5,3,2,1,4,7,0,0,50,3006.775444892581,3,0
456,2n Cycle,7500.0,96,1,11,5,4,6,9,2,2,0,3,8,0,0,35,3057.775444892581,3,0
5012,Graduation,28691.0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,32,3143.7754448925816,3,0
7495,PhD,56223.0,72,77,28,31,16,0,4,2,2,1,5,4,0,0,73,2886.775444892581,3,0
5029,Graduation,18100.0,14,3,1,2,4,3,1,1,0,0,3,5,0,0,75,3081.775444892581,2,0
10642,Graduation,30279.0,13,10,4,14,4,4,1,1,1,0,3,8,0,0,32,3241.7754448925816,2,0
2106,2n Cycle,20130.0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,47,2799.775444892581,2,0
10364,Graduation,23295.0,72,0,0,1,2,12,5,1,1,0,2,8,0,0,62,3046.775444892581,1,0
5954,Master,42618.0,92,76,14,74,13,5,10,2,5,0,4,8,0,0,49,2987.775444892581,2,0
1137,Graduation,81246.0,87,398,190,537,61,156,37,1,4,5,7,1,0,0,57,2877.775444892581,1,2
2541,Graduation,24027.0,7,14,7,11,11,0,5,2,2,0,3,8,0,0,45,2991.775444892581,3,0
1142,PhD,55707.0,91,208,7,82,30,66,35,2,3,2,9,3,0,0,68,2884.775444892581,3,0
2276,Graduation,57959.0,71,430,16,322,43,24,33,5,4,7,11,3,0,0,66,3204.7754448925816,2,0
2807,Graduation,56796.0,24,656,38,161,62,47,37,3,8,9,7,7,0,0,52,3193.7754448925816,3,0
6471,Master,36230.0,17,14,2,30,8,2,3,1,2,0,4,5,0,0,50,2950.775444892581,2,0
6131,2n Cycle,70829.0,87,141,70,106,72,19,23,2,4,2,8,3,0,0,41,3228.7754448925816,4,0
6233,Graduation,65991.0,21,507,19,364,25,47,9,3,9,5,10,7,0,0,45,3415.7754448925807,3,0
4148,Graduation,38988.0,90,164,24,103,12,3,42,7,5,1,6,8,0,0,49,3373.7754448925807,5,0
4947,2n Cycle,89572.0,44,606,24,974,197,194,64,1,7,7,9,4,0,1,55,3347.7754448925807,1,2
3225,Master,42207.0,71,116,11,72,3,17,46,4,4,1,5,6,0,1,37,3236.7754448925816,3,1
7540,Graduation,50300.0,52,143,15,60,24,23,5,2,2,1,8,2,0,0,69,2730.775444892581,3,0
10648,2n Cycle,66664.0,78,398,96,447,220,96,32,1,5,7,6,3,0,0,39,3337.7754448925807,2,0
1992,Graduation,60597.0,2,522,0,257,32,16,66,4,2,2,8,7,0,1,57,2874.775444892581,3,1
7851,Graduation,70165.0,60,161,0,253,199,191,122,1,3,7,11,1,0,0,72,2975.775444892581,1,0
8594,PhD,50520.0,25,112,0,6,2,1,14,2,3,1,3,6,0,0,63,2847.775444892581,2,0
7059,Graduation,80124.0,47,483,84,398,205,84,241,1,3,7,8,1,0,0,58,2698.775444892581,2,1
2815,Graduation,33183.0,46,7,5,39,17,15,37,2,4,0,3,7,0,0,46,2820.775444892581,3,0
2416,PhD,66582.0,83,789,25,420,16,38,0,1,2,8,9,1,0,0,52,2813.775444892581,1,0
7999,PhD,75261.0,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,66,3127.7754448925816,2,2
9213,Graduation,31880.0,13,4,1,5,2,0,3,1,1,0,2,8,0,0,51,3301.7754448925816,2,0
9697,Graduation,53790.0,86,335,42,127,28,5,5,3,7,2,8,6,0,0,70,2721.775444892581,4,0
3916,PhD,49269.0,92,639,8,166,11,8,58,3,7,3,12,7,0,0,50,3378.7754448925807,3,0
2021,Graduation,61456.0,47,563,76,384,84,192,89,4,6,10,13,4,0,0,46,3154.7754448925816,3,0
1581,Graduation,37406.0,18,2,0,8,2,2,3,1,1,0,2,8,0,1,41,2957.775444892581,3,0
564,PhD,56937.0,81,746,8,125,11,8,8,7,8,6,9,6,0,1,40,3507.7754448925807,3,1
6619,Graduation,38415.0,91,22,1,13,4,0,4,2,1,0,3,7,0,0,43,3208.7754448925816,4,0
9081,Graduation,20518.0,58,4,1,6,4,1,9,1,1,1,2,5,0,0,33,2737.775444892581,2,0
178,Graduation,62503.0,40,478,0,193,110,75,117,4,8,3,11,5,0,0,65,3191.7754448925816,3,0
916,PhD,41644.0,67,20,3,4,2,0,2,2,1,0,3,3,0,0,49,2627.775444892581,3,0
5512,Master,55842.0,19,451,0,39,0,4,24,1,7,1,8,5,0,0,44,2732.775444892581,3,0
8970,PhD,62010.0,93,371,22,39,6,0,92,4,6,2,7,5,0,0,49,3309.7754448925816,3,0
10581,Graduation,41124.0,41,281,7,84,15,0,119,7,7,3,4,8,0,0,44,3301.7754448925816,3,0
5300,Master,38961.0,60,19,7,19,0,1,24,1,2,1,2,7,0,0,48,2876.775444892581,3,0
5154,Master,37760.0,54,26,3,13,2,10,0,1,2,0,3,6,0,0,49,2928.775444892581,2,0
8346,Graduation,32233.0,26,138,15,35,25,11,72,2,6,2,2,9,0,1,47,3374.7754448925807,2,1
1676,Graduation,43057.0,30,213,2,44,0,2,5,4,4,2,5,5,0,0,46,2937.775444892581,3,0
9286,Master,83151.0,93,407,28,100,120,74,18,1,5,9,4,3,0,0,61,3322.7754448925816,2,0
2426,PhD,78825.0,35,483,74,114,169,37,18,1,5,10,13,3,0,1,57,3348.7754448925807,1,0
5172,Master,65104.0,4,738,0,232,13,20,50,2,3,5,7,7,0,0,45,2922.775444892581,3,0
5562,Graduation,60093.0,92,502,12,109,16,6,90,2,7,2,10,6,0,0,47,3063.775444892581,3,0
3436,Graduation,14045.0,24,11,0,5,2,1,1,1,1,0,3,7,0,0,52,2849.775444892581,3,0
3921,2n Cycle,28457.0,96,24,1,108,29,29,14,1,4,1,4,8,0,0,69,3304.7754448925816,1,0
3403,PhD,78952.0,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,63,3338.7754448925807,3,0
22,Graduation,46310.0,99,185,2,88,15,5,14,2,6,1,5,8,0,0,45,3534.7754448925807,2,0
10965,Graduation,76005.0,72,983,20,389,240,50,40,1,3,5,13,6,0,0,66,3187.7754448925816,2,1
9426,Master,58308.0,77,691,0,69,10,0,130,4,2,6,3,8,0,0,57,2905.775444892581,2,0
6605,PhD,55614.0,85,504,13,131,8,0,26,1,9,4,6,7,0,0,77,2909.775444892581,1,1
3136,Master,59432.0,88,317,25,265,25,19,12,3,5,3,11,5,0,0,59,3137.7754448925816,2,0
8737,Graduation,55563.0,22,29,1,9,2,0,2,1,2,0,3,3,0,0,43,2751.775444892581,2,0
11088,PhD,78642.0,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,50,3129.7754448925816,3,0
716,PhD,67911.0,63,529,0,356,63,28,0,3,6,7,11,3,0,0,72,2733.775444892581,3,0
